Code;Description
B270;Mononukleose durch Gamma-Herpesviren
B271;Mononukleose durch Zytomegalieviren
B278;Sonstige infektioese Mononukleose
B279;Infektioese Mononukleose, nicht naeher bezeichnet
B30;Viruskonjunktivitis
B300;Keratokonjunktivitis durch Adenoviren
B301;Konjunktivitis durch Adenoviren
B302;Pharyngokonjunktivalfieber (durch Viren)
B303;Akute epidemische haemorrhagische Konjunktivitis (durch Enteroviren)
B308;Sonstige Konjunktivitis durch Viren
B309;Konjunktivitis durch Viren, nicht naeher bezeichnet
B33;Sonstige Viruskrankheiten, anderenorts nicht klassifiziert
B330;Pleurodynia epidemica
B331;Ross-River-Krankheit
B332;Karditis durch Viren
B333;Infektion durch Retroviren, anderenorts nicht klassifiziert
B334;Hantavirus- (Herz-) Lungensyndrom
B338;Sonstige naeher bezeichnete Viruskrankheiten
B34;Viruskrankheit nicht naeher bezeichneter Lokalisation
B340;Infektion durch Adenoviren nicht naeher bezeichneter Lokalisation
B341;Infektion durch Enteroviren nicht naeher bezeichneter Lokalisation
B342;Infektion durch Coronaviren nicht naeher bezeichneter Lokalisation
B343;Infektion durch Parvoviren nicht naeher bezeichneter Lokalisation
B344;Infektion durch Papovaviren nicht naeher bezeichneter Lokalisation
B348;Sonstige Virusinfektionen nicht naeher bezeichneter Lokalisation
B349;Virusinfektion, nicht naeher bezeichnet
B35;Dermatophytose [Tinea]
B350;Tinea barbae und Tinea capitis
B351;Tinea unguium
B352;Tinea manuum
B353;Tinea pedis
B354;Tinea corporis
B355;Tinea imbricata
B356;Tinea inguinalis [Tinea cruris]
B358;Sonstige Dermatophytosen
B359;Dermatophytose, nicht naeher bezeichnet
B36;Sonstige oberflaechliche Mykosen
B360;Pityriasis versicolor
B361;Tinea nigra
B362;Piedra alba [wei�e Piedra]
B363;Piedra nigra [schwarze Piedra]
B368;Sonstige naeher bezeichnete oberflaechliche Mykosen
B369;Oberflaechliche Mykose, nicht naeher bezeichnet
B37;Kandidose
B370;Candida-Stomatitis
B371;Kandidose der Lunge
B372;Kandidose der Haut und der Naegel
B373;Kandidose der Vulva und der Vagina
B374;Kandidose an sonstigen Lokalisationen des Urogenitalsystems
B375;Candida-Meningitis
B376;Candida-Endokarditis
B377;Candida-Sepsis
B378;Kandidose an sonstigen Lokalisationen
B3781;Candida-oesophagitis
B3788;Kandidose an sonstigen Lokalisationen
B379;Kandidose, nicht naeher bezeichnet
B38;Kokzidioidomykose
B380;Akute Kokzidioidomykose der Lunge
B381;Chronische Kokzidioidomykose der Lunge
B382;Kokzidioidomykose der Lunge, nicht naeher bezeichnet
B383;Kokzidioidomykose der Haut
B384;Kokzidioidomykose der Meningen
B387;Disseminierte Kokzidioidomykose
B388;Sonstige Formen der Kokzidioidomykose
B389;Kokzidioidomykose, nicht naeher bezeichnet
B39;Histoplasmose
B390;Akute Histoplasmose der Lunge durch Histoplasma capsulatum
B391;Chronische Histoplasmose der Lunge durch Histoplasma capsulatum
B392;Histoplasmose der Lunge durch Histoplasma capsulatum, nicht naeher bezeichnet
B393;Disseminierte Histoplasmose durch Histoplasma capsulatum
B394;Histoplasmose durch Histoplasma capsulatum, nicht naeher bezeichnet
B395;Histoplasmose durch Histoplasma duboisii
B399;Histoplasmose, nicht naeher bezeichnet
B40;Blastomykose
B400;Akute Blastomykose der Lunge
B401;Chronische Blastomykose der Lunge
B402;Blastomykose der Lunge, nicht naeher bezeichnet
B403;Blastomykose der Haut
B407;Disseminierte Blastomykose
B408;Sonstige Formen der Blastomykose
B409;Blastomykose, nicht naeher bezeichnet
B41;Parakokzidioidomykose
B410;Parakokzidioidomykose der Lunge
B417;Disseminierte Parakokzidioidomykose
B418;Sonstige Formen der Parakokzidioidomykose
B419;Parakokzidioidomykose, nicht naeher bezeichnet
B42;Sporotrichose
B420;Sporotrichose der Lunge
B421;Lymphokutane Sporotrichose
B427;Disseminierte Sporotrichose
B428;Sonstige Formen der Sporotrichose
B429;Sporotrichose, nicht naeher bezeichnet
B43;Chromomykose und chromomykotischer Abszess
B430;Chromomykose der Haut
B431;Chromomykotischer Abszess des Gehirns
B432;Chromomykotische(r) Abszess und Zyste der Unterhaut
B438;Sonstige Formen der Chromomykose
B439;Chromomykose, nicht naeher bezeichnet
B44;Aspergillose
B440;Invasive Aspergillose der Lunge
B441;Sonstige Aspergillose der Lunge
B442;Aspergillose der Tonsillen
B447;Disseminierte Aspergillose
B448;Sonstige Formen der Aspergillose
B449;Aspergillose, nicht naeher bezeichnet
B45;Kryptokokkose
B450;Kryptokokkose der Lunge
B451;Kryptokokkose des Gehirns
B452;Kryptokokkose der Haut
B453;Kryptokokkose der Knochen
B457;Disseminierte Kryptokokkose
B458;Sonstige Formen der Kryptokokkose
B459;Kryptokokkose, nicht naeher bezeichnet
B46;Zygomykose
B460;Mukormykose der Lunge
B461;Rhinozerebrale Mukormykose
B462;Mukormykose des Magen-Darm-Trakts
B463;Mukormykose der Haut
B464;Disseminierte Mukormykose
B465;Mukormykose, nicht naeher bezeichnet
B468;Sonstige Formen der Zygomykose
B469;Zygomykose, nicht naeher bezeichnet
B47;Myzetom
B470;Eumyzetom
B471;Aktinomyzetom
B479;Myzetom, nicht naeher bezeichnet
B48;Sonstige Mykosen, anderenorts nicht klassifiziert
B480;Lobomykose
B481;Rhinosporidiose
B482;Allescheriose
B483;Geotrichose
B484;Penizilliose
B485;Pneumozystose
B487;Mykosen durch opportunistisch-pathogene Pilze
B488;Sonstige naeher bezeichnete Mykosen
B49;Nicht naeher bezeichnete Mykose
B50;Malaria tropica durch Plasmodium falciparum
B500;Malaria tropica mit zerebralen Komplikationen
B508;Sonstige schwere Formen oder Komplikationen der Malaria tropica
B509;Malaria tropica, nicht naeher bezeichnet
B51;Malaria tertiana durch Plasmodium vivax
B510;Malaria tertiana mit Milzruptur
B518;Malaria tertiana mit sonstigen Komplikationen
B519;Malaria tertiana ohne Komplikation
B52;Malaria quartana durch Plasmodium malariae
B520;Malaria quartana mit Nephropathie
B528;Malaria quartana mit sonstigen Komplikationen
B529;Malaria quartana ohne Komplikation
B53;Sonstige parasitologisch bestaetigte Malaria
B530;Malaria durch Plasmodium ovale
B531;Malaria durch Affen-Plasmodien
B538;Sonstige parasitologisch bestaetigte Malaria, anderenorts nicht klassifiziert
B54;Malaria, nicht naeher bezeichnet
B55;Leishmaniose
B550;Viszerale Leishmaniose
B551;Kutane Leishmaniose
B552;Mukokutane Leishmaniose
B559;Leishmaniose, nicht naeher bezeichnet
B56;Afrikanische Trypanosomiasis
B560;Trypanosomiasis gambiensis
B561;Trypanosomiasis rhodesiensis
B569;Afrikanische Trypanosomiasis, nicht naeher bezeichnet
B57;Chagas-Krankheit
B570;Akute Chagas-Krankheit mit Herzbeteiligung
B571;Akute Chagas-Krankheit ohne Herzbeteiligung
B572;Chagas-Krankheit (chronisch) mit Herzbeteiligung
B573;Chagas-Krankheit (chronisch) mit Beteiligung des Verdauungssystems
B574;Chagas-Krankheit (chronisch) mit Beteiligung des Nervensystems
B575;Chagas-Krankheit (chronisch) mit Beteiligung sonstiger Organe
B58;Toxoplasmose
B580;Augenerkrankung durch Toxoplasmen
B581;Hepatitis durch Toxoplasmen
B582;Meningoenzephalitis durch Toxoplasmen
B583;Toxoplasmose der Lunge
B588;Toxoplasmosen mit Beteiligung sonstiger Organe
B589;Toxoplasmose, nicht naeher bezeichnet
B60;Sonstige Protozoenkrankheiten, anderenorts nicht klassifiziert
B600;Babesiose
B601;Akanthamoebiasis
B602;Naegleriainfektion
B608;Sonstige naeher bezeichnete Protozoenkrankheiten
B64;Nicht naeher bezeichnete Protozoenkrankheit
B65;Schistosomiasis [Bilharziose]
B650;Schistosomiasis durch Schistosoma haematobium [Blasenbilharziose]
B651;Schistosomiasis durch Schistosoma mansoni [Darmbilharziose]
B652;Schistosomiasis durch Schistosoma japonicum
B653;Zerkariendermatitis
B658;Sonstige Formen der Schistosomiasis
B659;Schistosomiasis, nicht naeher bezeichnet
B66;Befall durch sonstige Trematoden [Egel]
B660;Opisthorchiasis
B661;Clonorchiasis
B662;Dicrocoeliasis
B663;Fascioliasis
B664;Paragonimiasis
B665;Fasciolopsiasis
B668;Befall durch sonstige naeher bezeichnete Trematoden
B669;Trematodenbefall, nicht naeher bezeichnet
B67;Echinokokkose
B670;Echinococcus-granulosus-Infektion [zystische Echinokokkose] der Leber
B671;Echinococcus-granulosus-Infektion [zystische Echinokokkose] der Lunge
B672;Echinococcus-granulosus-Infektion [zystische Echinokokkose] der Knochen
B673;Echinococcus-granulosus-Infektion [zystische Echinokokkose] an mehreren und sonstigen Lokalisationen
B674;Echinococcus-granulosus-Infektion [zystische Echinokokkose], nicht naeher bezeichnet
B675;Echinococcus-multilocularis-Infektion [alveolaere Echinokokkose] der Leber
B676;Echinococcus-multilocularis-Infektion [alveolaere Echinokokkose] an mehreren und sonstigen Lokalisationen
B677;Echinococcus-multilocularis-Infektion [alveolaere Echinokokkose], nicht naeher bezeichnet
B678;Nicht naeher bezeichnete Echinokokkose der Leber
B679;Sonstige und nicht naeher bezeichnete Echinokokkose
B68;Taeniasis
B680;Befall durch Taenia solium
B681;Befall durch Taenia saginata
B689;Taeniasis, nicht naeher bezeichnet
B69;Zystizerkose
B690;Zystizerkose des Zentralnervensystems
B691;Zystizerkose der Augen
B698;Zystizerkose an sonstigen Lokalisationen
B699;Zystizerkose, nicht naeher bezeichnet
B70;Diphyllobothriose und Sparganose
B700;Diphyllobothriose
B701;Sparganose
B71;Befall durch sonstige Zestoden
B710;Hymenolepiasis
B711;Dipylidiose
B718;Sonstige naeher bezeichnete Zestodeninfektionen
B719;Zestodeninfektion, nicht naeher bezeichnet
B72;Drakunkulose
B73;Onchozerkose
B74;Filariose
B740;Filariose durch Wuchereria bancrofti
B741;Filariose durch Brugia malayi
B742;Filariose durch Brugia timori
B743;Loiasis
B744;Mansonelliasis
B748;Sonstige Filariose
B749;Filariose, nicht naeher bezeichnet
B75;Trichinellose
B76;Hakenwurm-Krankheit
B760;Ankylostomiasis
B761;Nekatoriasis
B768;Sonstige Hakenwurm-Krankheiten
B769;Hakenwurm-Krankheit, nicht naeher bezeichnet
B77;Askaridose
B770;Askaridose mit intestinalen Komplikationen
B778;Askaridose mit sonstigen Komplikationen
B779;Askaridose, nicht naeher bezeichnet
B78;Strongyloidiasis
B780;Strongyloidiasis des Darmes
B781;Strongyloidiasis der Haut
B787;Disseminierte Strongyloidiasis
B789;Strongyloidiasis, nicht naeher bezeichnet
B79;Trichuriasis
B80;Enterobiasis
B81;Sonstige intestinale Helminthosen, anderenorts nicht klassifiziert
B810;Anisakiasis
B811;Intestinale Kapillariasis
B812;Trichostrongyliasis
B813;Intestinale Angiostrongyliasis
B814;Mischformen intestinaler Helminthosen
B818;Sonstige naeher bezeichnete intestinale Helminthosen
B82;Nicht naeher bezeichneter intestinaler Parasitismus
B820;Intestinale Helminthose, nicht naeher bezeichnet
B829;Intestinaler Parasitismus, nicht naeher bezeichnet
B83;Sonstige Helminthosen
B830;Larva migrans visceralis
B831;Gnathostomiasis
B832;Angiostrongyliasis durch Parastrongylus cantonensis
B833;Syngamiasis
B834;Hirudiniasis interna
B838;Sonstige naeher bezeichnete Helminthosen
B839;Helminthose, nicht naeher bezeichnet
B85;Pedikulose [Laeusebefall] und Phthiriasis [Filzlaeusebefall]
B850;Pedikulose durch Pediculus humanus capitis
B851;Pedikulose durch Pediculus humanus corporis
B852;Pedikulose, nicht naeher bezeichnet
B853;Phthiriasis [Filzlaeusebefall]
B854;Mischformen von Pedikulose und Phthiriasis
B86;Skabies
B87;Myiasis
B870;Dermatomyiasis
B871;Wundmyiasis
B872;Ophthalmomyiasis
B873;Nasopharyngeale Myiasis
B874;Otomyiasis
B878;Myiasis an sonstigen Lokalisationen
B879;Myiasis, nicht naeher bezeichnet
B88;Sonstiger Parasitenbefall der Haut
B880;Sonstige Akarinose [Milbenbefall]
B881;Tungiasis [Sandflohbefall]
B882;Sonstiger Befall durch Arthropoden
B883;Hirudiniasis externa
B888;Sonstiger naeher bezeichneter Parasitenbefall der Haut
B889;Parasitenbefall der Haut, nicht naeher bezeichnet
B89;Nicht naeher bezeichnete parasitaere Krankheit
B90;Folgezustaende der Tuberkulose
B900;Folgezustaende einer Tuberkulose des Zentralnervensystems
B901;Folgezustaende einer Tuberkulose des Urogenitalsystems
B902;Folgezustaende einer Tuberkulose der Knochen und der Gelenke
B908;Folgezustaende einer Tuberkulose sonstiger Organe
B909;Folgezustaende einer Tuberkulose der Atmungsorgane und einer nicht naeher bezeichneten Tuberkulose
B91;Folgezustaende der Poliomyelitis
B92;Folgezustaende der Lepra
B94;Folgezustaende sonstiger und nicht naeher bezeichneter infektioeser und parasitaerer Krankheiten
B940;Folgezustaende des Trachoms
B941;Folgezustaende der Virusenzephalitis
B942;Folgezustaende der Virushepatitis
B948;Folgezustaende sonstiger naeher bezeichneter infektioeser und parasitaerer Krankheiten
B949;Folgezustaende nicht naeher bezeichneter infektioeser oder parasitaerer Krankheit
B95;Streptokokken und Staphylokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B950;Streptokokken, Gruppe A, als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B951;Streptokokken, Gruppe B, als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B952;Streptokokken, Gruppe D, und Enterokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B953;Streptococcus pneumoniae als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B954;Sonstige Streptokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B9541;Streptokokken, Gruppe C, als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B9542;Streptokokken, Gruppe G, als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B9548;Sonstige naeher bezeichnete Streptokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B955;Nicht naeher bezeichnete Streptokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B956;Staphylococcus aureus als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B957;Sonstige Staphylokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B958;Nicht naeher bezeichnete Staphylokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B959;Sonstige naeher bezeichnete grampositive Erreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B9590;Sonstige naeher bezeichnete grampositive aerobe Erreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B9591;Sonstige naeher bezeichnete grampositive anaerobe, nicht sporenbildende Erreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B96;Sonstige naeher bezeichnete Bakterien als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B960;Mykoplasmen und Ureaplasmen als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B962;Escherichia coli [E. coli] und andere Enterobacterales als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B963;Haemophilus und Moraxella als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B965;Pseudomonas und andere Nonfermenter als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B966;Bacteroides fragilis [B. fragilis] und andere gramnegative Anaerobier als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B967;Clostridium perfringens [C. perfringens] und andere grampositive, sporenbildende Anaerobier als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B968;Sonstige naeher bezeichnete Bakterien als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B97;Viren als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B970;Adenoviren als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B971;Enteroviren als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B972;Coronaviren als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B973;Retroviren als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B974;Respiratory-Syncytial-Viren [RS-Viren] als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B975;Reoviren als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B976;Parvoviren als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B977;Papillomaviren als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B978;Sonstige Viren als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B98;Sonstige naeher bezeichnete infektioese Erreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B980;Helicobacter pylori [H. pylori] als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B981;Vibrio vulnificus als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind
B99;Sonstige und nicht naeher bezeichnete Infektionskrankheiten
C00;Boesartige Neubildung der Lippe
C000;Boesartige Neubildung: aeu�ere Oberlippe
C001;Boesartige Neubildung: aeu�ere Unterlippe
C002;Boesartige Neubildung: aeu�ere Lippe, nicht naeher bezeichnet
C003;Boesartige Neubildung: Oberlippe, Innenseite
C004;Boesartige Neubildung: Unterlippe, Innenseite
C005;Boesartige Neubildung: Lippe, nicht naeher bezeichnet, Innenseite
C006;Boesartige Neubildung: Lippenkommissur
C008;Boesartige Neubildung: Lippe, mehrere Teilbereiche ueberlappend
C009;Boesartige Neubildung: Lippe, nicht naeher bezeichnet
C01;Boesartige Neubildung des Zungengrundes
C02;Boesartige Neubildung sonstiger und nicht naeher bezeichneter Teile der Zunge
C020;Boesartige Neubildung: Zungenruecken
C021;Boesartige Neubildung: Zungenrand
C022;Boesartige Neubildung: Zungenunterflaeche
C023;Boesartige Neubildung: Vordere zwei Drittel der Zunge, Bereich nicht naeher bezeichnet
C024;Boesartige Neubildung: Zungentonsille
C028;Boesartige Neubildung: Zunge, mehrere Teilbereiche ueberlappend
C029;Boesartige Neubildung: Zunge, nicht naeher bezeichnet
C03;Boesartige Neubildung des Zahnfleisches
C030;Boesartige Neubildung: Oberkieferzahnfleisch
C031;Boesartige Neubildung: Unterkieferzahnfleisch
C039;Boesartige Neubildung: Zahnfleisch, nicht naeher bezeichnet
